日期,时间段,购电量_kWh
2025-02-01,无,0.0
2025-02-02,无,0.0
2025-02-03,无,0.0
2025-02-04,无,0.0
2025-02-05,无,0.0
2025-02-06,08:00-08:10,3.726833333334298
2025-02-07,无,0.0
2025-02-08,无,0.0
2025-02-09,无,0.0
2025-02-10,无,0.0
2025-02-11,无,0.0
2025-02-12,无,0.0
2025-02-13,无,0.0
2025-02-14,无,0.0
2025-02-15,无,0.0
2025-02-16,05:50-06:00,19.151666666667325
2025-02-17,无,0.0
2025-02-18,05:50-06:00,8.248333333334017
2025-02-19,05:50-06:00,2.7383333333341398
2025-02-19,06:20-06:30,37.86624999999992
2025-02-20,06:00-06:10,30.841064285714765
2025-02-21,无,0.0
2025-02-22,无,0.0
2025-02-23,无,0.0
2025-02-24,06:00-06:20,43.38709761904818
2025-02-25,06:20-06:30,21.221130952380804
2025-02-26,无,0.0
2025-02-27,无,0.0
2025-02-28,无,0.0
2025-03-01,无,0.0
2025-03-02,20:00-20:40,2195.7786688333345
2025-03-02,20:50-21:00,23.38328299999978
2025-03-03,10:00-10:40,279.1504614761929
2025-03-03,20:20-20:50,1014.9052700238065
2025-03-03,21:00-21:30,41.907333333333554
2025-03-04,无,0.0
2025-03-05,无,0.0
2025-03-06,无,0.0
2025-03-07,无,0.0
2025-03-08,无,0.0
2025-03-09,无,0.0
2025-03-10,无,0.0
2025-03-11,无,0.0
2025-03-12,无,0.0
2025-03-13,10:30-10:50,142.61670595237996
2025-03-13,20:30-20:40,114.96027623809744
2025-03-14,无,0.0
2025-03-15,无,0.0
2025-03-16,05:50-06:00,1.6400000000006685
2025-03-17,无,0.0
2025-03-18,无,0.0
2025-03-19,无,0.0
2025-03-20,无,0.0
2025-03-21,无,0.0
2025-03-22,无,0.0
2025-03-23,20:30-20:40,26.07771666666781
2025-03-24,无,0.0
2025-03-25,无,0.0
2025-03-26,无,0.0
2025-03-27,无,0.0
2025-03-28,无,0.0
2025-03-29,无,0.0
2025-03-30,无,0.0
2025-03-31,无,0.0
2025-04-01,无,0.0
2025-04-02,08:50-10:20,1262.5105380952386
2025-04-03,无,0.0
2025-04-04,无,0.0
2025-04-05,无,0.0
2025-04-06,无,0.0
2025-04-07,无,0.0
2025-04-08,无,0.0
2025-04-09,无,0.0
2025-04-10,无,0.0
2025-04-11,无,0.0
2025-04-12,无,0.0
2025-04-13,无,0.0
2025-04-14,无,0.0
2025-04-15,无,0.0
2025-04-16,无,0.0
2025-04-17,无,0.0
2025-04-18,无,0.0
2025-04-19,无,0.0
2025-04-20,无,0.0
2025-04-21,无,0.0
2025-04-22,无,0.0
2025-04-23,无,0.0
2025-04-24,无,0.0
2025-04-25,无,0.0
2025-04-26,无,0.0
2025-04-27,20:30-20:40,580.1307485476165
2025-04-28,20:00-21:00,2332.6379082618996
2025-04-29,20:30-20:40,291.12747895237453
2025-04-30,无,0.0
2025-05-01,20:20-21:30,1490.8378029285714
2025-05-01,23:50-24:00,611.4851104938277
2025-05-02,20:20-21:50,1462.6352142857102
2025-05-02,23:50-24:00,330.20950164609013
2025-05-03,20:30-21:50,1000.0974651904726
2025-05-03,23:50-24:00,66.6147691358018
2025-05-04,20:30-21:50,1065.0542904761896
2025-05-04,23:50-24:00,273.8102639917678
2025-05-05,20:20-20:40,1027.51336547619
2025-05-05,21:00-21:30,109.40506399999992
2025-05-05,23:50-24:00,273.5953220164616
2025-05-06,20:30-21:50,905.244609380955
2025-05-06,23:50-24:00,486.50210761316754
2025-05-07,20:20-20:50,1119.249796785713
2025-05-07,21:10-21:50,88.46160916666679
2025-05-07,23:50-24:00,138.9423057613161
2025-05-08,20:00-20:10,35.99924999999985
2025-05-09,无,0.0
2025-05-10,无,0.0
2025-05-11,19:10-19:30,28.693369047618717
2025-05-12,无,0.0
2025-05-13,无,0.0
2025-05-14,无,0.0
2025-05-15,无,0.0
2025-05-16,无,0.0
2025-05-17,无,0.0
2025-05-18,无,0.0
2025-05-19,20:20-20:30,67.00333333333322
2025-05-20,无,0.0
2025-05-21,无,0.0
2025-05-22,20:20-20:30,2.5699999999998226
2025-05-23,无,0.0
2025-05-24,无,0.0
2025-05-25,无,0.0
2025-05-26,无,0.0
2025-05-27,无,0.0
2025-05-28,无,0.0
2025-05-29,19:10-19:20,11.31056904761897
2025-05-30,无,0.0
2025-05-31,无,0.0
2025-06-01,10:00-11:00,706.6413403571393
2025-06-01,18:50-20:40,7799.8159658318655
2025-06-01,21:00-21:50,256.21477442857156
2025-06-01,23:40-24:00,961.049656833333
2025-06-02,08:50-09:30,431.20333557142834
2025-06-02,19:10-21:30,5748.180650953558
2025-06-02,23:40-24:00,963.9457746666658
2025-06-03,09:10-10:20,776.9682591190436
2025-06-03,18:50-19:10,81.54056666666656
2025-06-03,19:20-20:40,2364.404365333333
2025-06-03,20:50-21:50,330.34473123809494
2025-06-03,23:50-24:00,697.9705063786002
2025-06-04,18:50-19:20,119.05231666666623
2025-06-04,19:30-20:00,55.047764285713924
2025-06-04,20:10-21:40,2562.1565925476093
2025-06-04,23:50-24:00,839.6329664609059
2025-06-05,09:20-10:00,145.3859372619046
2025-06-05,18:50-19:10,167.43886666666708
2025-06-05,19:30-20:10,165.0647714285709
2025-06-05,20:20-21:00,1536.2827828095228
2025-06-05,21:20-21:50,127.70028833333322
2025-06-05,23:40-24:00,1093.336662345679
2025-06-06,06:50-07:40,376.5143355714254
2025-06-06,19:50-20:40,3091.088273809522
2025-06-06,21:00-21:20,162.2683693571429
2025-06-06,21:30-21:50,70.98201666666671
2025-06-06,23:50-24:00,579.9111631687247
2025-06-07,20:10-20:50,1385.8237753571457
2025-06-07,21:30-21:50,73.62585549999977
2025-06-07,23:50-24:00,271.49043374485376
2025-06-08,无,0.0
2025-06-09,无,0.0
2025-06-10,无,0.0
2025-06-11,无,0.0
2025-06-12,无,0.0
2025-06-13,无,0.0
2025-06-14,无,0.0
2025-06-15,无,0.0
2025-06-16,无,0.0
2025-06-17,19:20-19:30,5.193333333333385
2025-06-18,无,0.0
2025-06-19,19:20-19:30,5.25333333333333
2025-06-20,无,0.0
2025-06-21,无,0.0
2025-06-22,无,0.0
2025-06-23,无,0.0
2025-06-24,10:10-10:50,706.7187389761904
2025-06-25,无,0.0
2025-06-26,无,0.0
2025-06-27,无,0.0
2025-06-28,无,0.0
2025-06-29,无,0.0
2025-06-30,18:50-19:00,21.7294047619057
2025-07-01,18:50-20:10,470.2865666666672
2025-07-01,20:20-20:40,501.84305285714356
2025-07-01,20:50-21:50,326.9568612142857
2025-07-01,23:50-24:00,736.5485771604934
2025-07-02,18:50-20:10,626.2176166666674
