date,planned_cost,increase_cost,reduction_net_cost,emergency_cost,total_cost,planned_energy,adjusted_energy,emergency_energy,spill_energy,emergency_while_charging
2025-02-01,26191.39536324103,14.301208034778332,-1235.0083421018144,4.0763453057479637e-11,24970.688229174033,49515.81107832648,44791.83633562529,9.709566484161769e-12,6729.369983388438,5.304201522449148e-12
2025-02-02,60323.29523076538,25.798336012476533,-1801.038947921321,3.152486272028909e-11,58548.054618856564,95139.52065932784,89804.04114762129,9.109157872444484e-12,7075.126050678618,5.158540261618327e-12
2025-02-03,61602.64381574833,0.0,-2268.683291808754,7.080639008449907e-11,59333.96052393965,97125.87405277777,90637.8190158148,1.7429613308195258e-11,5971.679836055962,9.016787316795671e-12
2025-02-04,64148.41725959362,0.0,-2676.436372428705,5.089192356422245e-11,61471.98088716496,100127.06957777779,92804.4829492504,1.2995826637052232e-11,7111.101098174928,8.164136033883551e-12
2025-02-05,58932.795867435,0.0,-1169.2990095763876,7.120132750060293e-11,57763.496857858685,93173.12134725653,90022.40284026312,1.91420213013771e-11,4776.469513796157,1.1340262062731199e-11
2025-02-06,63651.61438734555,0.0,-3410.6192634545496,18.573608414708975,60259.56873230572,99480.78166666668,90302.25883761971,3.179595722799256,5532.420051519564,7.439382443408249e-12
2025-02-07,26054.855654456216,0.0,-1541.173124890887,3.824432326382521e-11,24513.68252956537,49750.953590980804,44057.791303700746,1.0473399925103877e-11,8538.765844360101,6.181721801112872e-12
2025-02-08,20013.593361488598,231.86646042090538,-2.7585804358613455,5.432913141589779e-11,20242.701241473696,38655.18876831276,38840.023693626135,1.7818635456023912e-11,3569.6750534867397,1.2759571177411999e-11
2025-02-09,57852.96739268806,6.859747758012599,-921.423740463356,5.7045355106311036e-11,56938.403399982766,91576.91708333333,88788.77165882685,1.5120349416974932e-11,4928.898992443368,8.498091119690798e-12
2025-02-10,55125.74216177639,0.0,-1933.3005024498968,3.878143051139205e-11,53192.441659326534,87696.71193055558,82092.53862471363,1.2244427693985926e-11,3417.0133177250173,6.332712132461893e-12
2025-02-11,55255.46350716389,0.0,-1971.7891517408502,24.110772900054716,53307.78512832309,87627.19611666667,82498.08379504079,5.147475000017359,2871.6954257758675,1.1105782959930366e-11
2025-02-12,55439.89338847417,0.0,-1991.2347572730098,77.03688944374478,53525.695520644906,88189.5659611111,82619.56387985787,17.59033895279289,2875.8640715967604,9.606537787476555e-12
2025-02-13,51360.15486273889,107.25567842972903,-1109.7536528921487,35.018090844403204,50392.67497912087,82830.97854722221,79545.38778631782,7.995910684876694,3984.9849569606167,7.824407788348253e-12
2025-02-14,20506.662921699644,648.3100726666826,-72.79932677892155,6.719848144598472e-11,21082.17366758747,39911.2086691015,40043.39046424042,2.091837814077735e-11,6662.539269585822,1.3798739928461146e-11
2025-02-15,21157.85961638672,12.734228450415856,-262.9480121054106,5.042310746716794e-11,20907.645832731778,40641.42971505487,39749.2388897964,1.3919532193540363e-11,7001.410016952512,6.245670647331281e-12
2025-02-16,55633.06809582389,167.15621975260248,-2512.5810350126994,9.584986848665267e-11,53287.64328056389,88712.40554722222,81606.74765682907,2.495603723673412e-11,1876.8816616733734,1.3804068998979346e-11
2025-02-17,54639.916769608826,0.8323547005379848,-3179.021538772636,7.055434214642276e-11,51461.7275855368,88102.06762527436,77942.25250731545,1.9106938253798944e-11,2705.364421659997,8.327560863108374e-12
2025-02-18,49104.85528198889,484.9561105976542,-297.29265542172175,81.73644354590765,49374.25518071072,79068.45190977366,78557.69142086805,18.343241666688176,2224.7214610338956,1.2420287021086551e-11
2025-02-19,49358.35020108348,189.4385250248789,-28.93270806025646,266.8744067208844,49785.730424768975,79307.66990398834,79341.14537172503,60.83089166668157,2171.240069341269,9.237055564881302e-12
2025-02-20,50817.529980800835,292.878497676502,-1191.9849517412113,198.6464493000603,50117.06997603618,82360.39461666667,78827.31042512023,42.40957500001639,3715.6497550502345,9.350742402602918e-12
2025-02-21,18852.549160749077,86.21873462403323,0.0,4.063828029643446e-11,18938.767895373152,36500.19450061729,36562.49906539083,1.1148415524075972e-11,7531.803544359751,6.288303211476887e-12
2025-02-22,19556.862989837784,0.0,-228.18508250478604,5.0062297418662637e-11,19328.677907333047,37235.800441563784,36462.09957098239,1.3102408047416247e-11,5188.90281064496,7.37543359718984e-12
2025-02-23,50498.423384471746,19.177870184162053,-1084.12215199778,67.3997928056156,49500.87889546374,81671.8330010878,78698.14151420635,14.626652777795154,2770.1397040178927,1.06439301816863e-11
2025-02-24,48763.54453242838,74.16016052972257,-839.4079603335408,249.67803249449508,48247.97476511906,78373.67105113168,75952.33170627092,55.01006111112447,3725.779176439455,7.780442956573097e-12
2025-02-25,50111.563150053786,28.615353565982925,-2182.261526496399,153.79967192041983,48111.71664904379,80966.19443979562,74403.56540534175,35.11854862307279,4544.318210401321,1.0203393685515039e-11
2025-02-26,45639.8431726918,1278.2846945560493,0.0,5.442439299230273e-11,46918.1278672479,74600.56739338135,75993.84563965275,1.6219914300563687e-11,2815.947432478062,1.233502189279534e-11
2025-02-27,46324.33669723036,212.4765123304415,-277.5564449621287,5.481937392914915e-11,46259.25676459874,75358.65212345679,74470.89255908935,1.4281908988778014e-11,3099.989257326697,8.753886504564434e-12
2025-02-28,18250.660410612574,0.0,0.0,4.3727833798357094e-11,18250.660410612618,35160.16473175584,35160.16473175584,1.2038370300615497e-11,8518.820381331978,7.490896791750856e-12
2025-03-01,21116.86858907417,0.0,-496.8765142715737,4.838241007831812e-11,20619.99207480264,41160.707647222225,39308.993288103404,1.326760923348047e-11,12472.36358464557,9.777068044058979e-12
2025-03-02,52328.19415945929,273.543955749149,-1202.9523847556975,5.1930724609405845e-11,51398.7857304528,84316.78267908093,80779.10945083098,1.3855583347321954e-11,4090.428114585683,8.622436098448816e-12
2025-03-03,53659.5669914187,735.3212527454951,-2278.3722548790993,5.88818878100028e-11,52116.515989285166,86307.91173662552,79424.5082683282,1.639222091398551e-11,3232.5908947501466,8.469669410260394e-12
2025-03-04,47983.288083987005,258.2324361525601,-467.3059479306623,5.604225472577439e-11,47774.214572208955,77680.94142239369,76320.44602992287,1.7782442185421132e-11,2950.888652191202,1.265587634691201e-11
2025-03-05,50313.39027641708,17.819345955663074,-2405.2754354438675,5.289554572129873e-11,47925.93418692892,81567.57997602847,73795.34583880822,1.3839596135767351e-11,3693.6798105988846,7.277733971022826e-12
2025-03-06,46941.1461950627,26.019609272470547,-632.891336921347,6.964904031292462e-11,46334.27446741388,76382.27668751715,74005.94276511387,1.864464138634503e-11,3941.1950244587797,1.0942358130705543e-11
2025-03-07,19377.186257999434,1.0296459311460535,-506.28392501325936,3.9132393325758127e-11,18871.93197891736,36766.2938697531,35242.220239893155,1.0690115459510707e-11,11270.178584572262,7.748468533463893e-12
2025-03-08,17242.784148708986,2.4800289482417273,0.0,4.620983418135438e-11,17245.264177657275,32800.309564883406,32802.439076259194,1.1695533430611249e-11,10629.278077245266,5.101696842757519e-12
2025-03-09,47508.27085565318,27.608249203208775,-1823.097594338686,4.859595303940978e-11,45712.78151051774,77680.8882069616,71180.89252692439,1.4338752407638822e-11,3714.367982597344,8.640199666842818e-12
2025-03-10,45371.378101249866,900.0577706222455,-19.780175760827866,4.6762704819514056e-11,46251.655696111324,74724.09013541667,75456.51311382273,1.2489564937823161e-11,3096.4603773102613,7.146283564907208e-12
2025-03-11,40831.01261986464,3564.4076378887294,0.0,7.949781632987652e-11,44395.420257753445,66888.18406721536,71460.53463428504,2.1458390619955026e-11,3240.149026312264,1.0615508472255897e-11
2025-03-12,46687.59233689874,5.7129421784730905,-1882.2165083418163,6.005991348700945e-11,44811.088770735456,76141.16202944753,69901.86850171181,1.8878676399936012e-11,3429.0279527300618,1.1890488593735427e-11
2025-03-13,46384.373881302796,531.0259399332784,-434.97248047523186,345.98332373335495,46826.4106644942,76265.10290363512,75274.39638705768,49.596233333342745,3698.8089948957604,9.320544336333114e-12
2025-03-14,16530.062146090557,431.38169074345626,-0.09216320280051786,3.924732361326733e-11,16961.351673631252,31882.055219444446,32205.49429306334,1.1507239605634823e-11,13144.455613870872,7.30082660993503e-12
2025-03-15,16533.005459142107,535.8908442688984,0.0,4.1888867485795344e-11,17068.896303411046,32151.155468895748,32551.733408423235,1.1922907106054481e-11,8632.535159581445,7.005951374594588e-12
2025-03-16,45019.83926671281,543.3431155345331,-702.1564167086026,7.461180000062712,44868.487145538806,73444.16110768176,72182.9117039922,1.6400000000175181,4732.997474732267,8.621547920029116e-12
2025-03-17,41517.8155086473,581.1534791533454,-1129.7830989057336,6.836044974534162e-11,40969.18588889497,69516.5693282236,65562.69606391324,1.7330137325188844e-11,3637.108470249842,8.292033726320369e-12
2025-03-18,47650.97328482111,0.0,-2528.22859698135,5.439405370566419e-11,45122.74468783982,77653.07899722223,69483.35598856963,1.4654943925052066e-11,4348.866450038455,7.58859641791787e-12
2025-03-19,39636.72097415929,2383.5176154678816,0.0,6.456201946496155e-11,42020.23858962723,64919.86748158437,67695.71909056528,1.9704928660990717e-11,4123.802809420168,1.3729264253248274e-11
