日期,时间段,购电量_kWh
2025-02-01,无,0.0
2025-02-02,无,0.0
2025-02-03,无,0.0
2025-02-04,无,0.0
2025-02-05,无,0.0
2025-02-06,08:00-08:10,3.179595722786189
2025-02-07,无,0.0
2025-02-08,无,0.0
2025-02-09,无,0.0
2025-02-10,无,0.0
2025-02-11,06:00-06:10,5.147475000000782
2025-02-11,06:30-06:40,36.50152222222266
2025-02-12,无,0.0
2025-02-13,无,0.0
2025-02-14,无,0.0
2025-02-15,无,0.0
2025-02-16,无,0.0
2025-02-17,无,0.0
2025-02-18,06:20-06:30,10.094908333333024
2025-02-19,05:50-06:00,2.7383333333341398
2025-02-20,06:00-06:20,63.46153611111231
2025-02-21,无,0.0
2025-02-22,无,0.0
2025-02-23,06:00-06:20,14.62665277777819
2025-02-24,06:00-06:10,28.81631111111176
2025-02-25,06:20-06:30,31.0949999999998
2025-02-26,无,0.0
2025-02-27,无,0.0
2025-02-28,无,0.0
2025-03-01,无,0.0
2025-03-02,无,0.0
2025-03-03,无,0.0
2025-03-04,无,0.0
2025-03-05,无,0.0
2025-03-06,无,0.0
2025-03-07,无,0.0
2025-03-08,无,0.0
2025-03-09,无,0.0
2025-03-10,无,0.0
2025-03-11,无,0.0
2025-03-12,无,0.0
2025-03-13,20:30-20:40,6.219099999997184
2025-03-14,无,0.0
2025-03-15,无,0.0
2025-03-16,05:50-06:00,1.6400000000006685
2025-03-17,无,0.0
2025-03-18,无,0.0
2025-03-19,无,0.0
2025-03-20,无,0.0
2025-03-21,无,0.0
2025-03-22,无,0.0
2025-03-23,无,0.0
2025-03-24,无,0.0
2025-03-25,无,0.0
2025-03-26,无,0.0
2025-03-27,无,0.0
2025-03-28,无,0.0
2025-03-29,无,0.0
2025-03-30,无,0.0
2025-03-31,无,0.0
2025-04-01,无,0.0
2025-04-02,无,0.0
2025-04-03,无,0.0
2025-04-04,无,0.0
2025-04-05,无,0.0
2025-04-06,无,0.0
2025-04-07,无,0.0
2025-04-08,无,0.0
2025-04-09,无,0.0
2025-04-10,无,0.0
2025-04-11,无,0.0
2025-04-12,无,0.0
2025-04-13,无,0.0
2025-04-14,无,0.0
2025-04-15,无,0.0
2025-04-16,无,0.0
2025-04-17,无,0.0
2025-04-18,无,0.0
2025-04-19,无,0.0
2025-04-20,无,0.0
2025-04-21,无,0.0
2025-04-22,无,0.0
2025-04-23,无,0.0
2025-04-24,无,0.0
2025-04-25,无,0.0
2025-04-26,无,0.0
2025-04-27,无,0.0
2025-04-28,无,0.0
2025-04-29,无,0.0
2025-04-30,无,0.0
2025-05-01,20:30-21:10,1120.3588962393164
2025-05-01,21:20-21:30,13.569505859873289
2025-05-01,23:10-23:40,604.301033769079
2025-05-02,20:40-21:20,523.4192042516577
2025-05-02,21:30-21:50,75.64473123425415
2025-05-02,23:40-24:00,198.99984636320374
2025-05-03,20:40-20:50,374.87654825868475
2025-05-03,21:00-21:50,338.0681129230361
2025-05-04,18:40-18:50,5.996949999999856
2025-05-04,20:30-21:00,200.49959370439717
2025-05-04,21:20-21:30,27.228221463358636
2025-05-04,21:50-22:00,64.48652447854738
2025-05-05,20:30-20:40,163.42082341518858
2025-05-06,20:50-21:00,0.07426987356689096
2025-05-06,21:20-21:50,69.50803985389655
2025-05-06,23:40-24:00,242.0018041781418
2025-05-07,20:30-20:40,37.191029339952934
2025-05-08,无,0.0
2025-05-09,无,0.0
2025-05-10,无,0.0
2025-05-11,19:10-19:30,28.704699999999548
2025-05-12,无,0.0
2025-05-13,无,0.0
2025-05-14,无,0.0
2025-05-15,无,0.0
2025-05-16,无,0.0
2025-05-17,无,0.0
2025-05-18,无,0.0
2025-05-19,20:10-20:20,5.728333413622295
2025-05-20,无,0.0
2025-05-21,无,0.0
2025-05-22,20:20-20:30,2.5699999999998226
2025-05-23,无,0.0
2025-05-24,无,0.0
2025-05-25,无,0.0
2025-05-26,无,0.0
2025-05-27,无,0.0
2025-05-28,无,0.0
2025-05-29,19:10-19:20,10.992166666666435
2025-05-30,无,0.0
2025-05-31,无,0.0
2025-06-01,无,0.0
2025-06-02,无,0.0
2025-06-03,无,0.0
2025-06-04,18:40-18:50,9.341542504407585
2025-06-04,19:00-19:10,54.34034999999983
2025-06-04,20:10-20:20,9.08378715691913
2025-06-04,20:30-20:40,64.88332475019536
2025-06-04,21:20-21:40,23.194568467468912
2025-06-04,23:50-24:00,51.327482011673965
2025-06-05,19:00-19:10,52.92279594152558
2025-06-05,20:00-20:20,128.95426706115836
2025-06-05,20:30-20:50,75.76495995500875
2025-06-05,23:40-24:00,499.5644171262099
2025-06-06,20:40-20:50,54.146817754301765
2025-06-06,21:00-21:20,42.14684202882597
2025-06-07,无,0.0
2025-06-08,无,0.0
2025-06-09,无,0.0
2025-06-10,19:10-19:20,22.826950127599503
2025-06-11,无,0.0
2025-06-12,无,0.0
2025-06-13,无,0.0
2025-06-14,无,0.0
2025-06-15,无,0.0
2025-06-16,无,0.0
2025-06-17,无,0.0
2025-06-18,20:20-20:30,11.014745967283375
2025-06-19,19:20-19:30,5.939891666666654
2025-06-20,无,0.0
2025-06-21,无,0.0
2025-06-22,19:00-19:10,3.948262912709538
2025-06-23,无,0.0
2025-06-24,无,0.0
2025-06-25,无,0.0
2025-06-26,19:40-19:50,23.011590044156264
2025-06-27,无,0.0
2025-06-28,无,0.0
2025-06-29,无,0.0
2025-06-30,19:30-19:40,26.537871338294167
2025-07-01,19:40-19:50,58.270090860407436
2025-07-01,20:00-20:10,9.188354769596344
2025-07-02,19:00-19:30,155.99831987179687
2025-07-02,19:50-20:10,65.73986385083185
2025-07-02,20:30-20:40,17.870874980344183
2025-07-03,18:40-18:50,107.34270374633695
2025-07-03,20:20-20:40,62.31711463049271
2025-07-04,02:40-04:00,705.0940916666664
2025-07-04,04:30-05:00,1081.3726470000001
2025-07-04,07:00-07:20,211.9877833101748
2025-07-04,20:30-21:20,268.9678239569588
2025-07-04,23:40-24:00,193.15847038039465
2025-07-05,04:30-04:50,951.0963900000002
2025-07-05,06:30-06:40,122.50082122425516
2025-07-05,20:40-20:50,20.60290037652544
2025-07-06,19:00-19:20,45.41069695122633
2025-07-06,19:30-19:50,103.36842782592191
2025-07-06,20:00-21:00,217.82038107672747
2025-07-06,23:50-24:00,255.9272189804533
2025-07-07,19:00-19:10,40.624582000294026
2025-07-07,19:40-19:50,40.06794059619233
2025-07-07,20:00-20:20,53.53793719130738
2025-07-07,20:30-20:40,75.00557998897011
2025-07-07,21:40-21:50,4.792024589424273
2025-07-08,18:50-19:00,26.718913046630405
2025-07-08,20:30-20:40,1.9124495350040434
2025-07-09,无,0.0
2025-07-10,无,0.0
