date,planned_cost,increase_cost,reduction_net_cost,emergency_cost,total_cost,planned_energy,adjusted_energy,emergency_energy,spill_energy,emergency_while_charging
2025-02-01,21549.29038836179,9.319575175470066,-1035.7428656835034,3.6591826457765816e-11,20522.867097853792,50193.291018107,45412.732618033806,9.823253321883385e-12,7115.326465421335,4.224176564093796e-12
2025-02-02,67248.46155390913,29.920029361805657,-2161.285794606086,3.8780598288212787e-11,65117.09578866488,95466.34883041838,90168.48984715137,1.0274447959091049e-11,7318.271084955643,6.465938895416912e-12
2025-02-03,69866.92186234811,0.0,-2809.3761516192994,6.162935406450742e-11,67057.54571072888,97012.20938436214,90607.26764518688,1.2498446722020162e-11,5913.279437001853,4.256150987203e-12
2025-02-04,72882.77302525929,0.0,-3272.2750875999773,6.137280195162021e-11,69610.49793765938,100267.9723036694,92799.90573014873,1.3415046851150692e-11,7193.519253536559,7.87281351222191e-12
2025-02-05,66782.86019695194,0.0,-1328.5645432666931,7.410436353438854e-11,65454.29565368532,93625.62330833334,90583.62874420188,1.4800605185882887e-11,5358.65714904918,5.137223979545524e-12
2025-02-06,72524.31358410363,0.0,-4224.934067461385,23.004375054410442,68322.38389169665,100209.86126001371,90690.27717544371,3.179595722797238,5814.759299571874,5.7909232964448165e-12
2025-02-07,20988.52129447454,0.0,-945.8788836416385,2.8004812691051482e-11,20042.64241083293,49825.68706656379,45293.40921087077,7.8017592386459e-12,9935.97242237991,3.510081114654895e-12
2025-02-08,16264.436354723179,270.52411911877874,0.0,5.251420986951416e-11,16534.96047384201,39428.90139783951,39691.67375799521,1.9239720927544113e-11,4046.412845767174,1.1736389637917455e-11
2025-02-09,65041.13698857194,7.340607007852804,-1176.9923795872842,6.871946212072544e-11,63871.48521599259,91372.43880277777,88613.33140525977,1.667643800828955e-11,4794.425099482377,1.0366818514739862e-11
2025-02-10,60661.570871936085,0.0,-2312.671716994903,3.47342323792077e-11,58348.89915494121,88012.11373377916,82335.0085264387,9.068301665138279e-12,3720.8187723329365,4.9400483703720965e-12
2025-02-11,60640.82245368762,0.0,-2245.1568942876356,214.56787824033856,58610.23343764033,87720.62807325103,82695.64700734167,41.64899722223721,2983.5769227815745,7.624123554705875e-12
2025-02-12,60839.40797856454,2.1684616481396644,-2306.5246654392786,6.732262036734938e-11,58535.05177477347,88304.99562911522,82891.45916278855,1.538325022920617e-11,2887.3606770128454,7.922551503725117e-12
2025-02-13,55742.80442958801,95.66649202244011,-1280.9787278788929,6.704766963849806e-11,54557.49219373162,82936.58997369684,79520.95809890816,1.6465939722820622e-11,3945.126487896431,7.652545264136279e-12
2025-02-14,16641.837179254093,559.1984702237598,-326.3014700361111,5.558325710808276e-11,16874.734179441795,40717.482357475994,39233.82825418237,2.106048668792937e-11,5522.912409171901,1.4935608305677306e-11
2025-02-15,17839.107231414775,9.279948983562992,-700.7952412016095,4.53917738951759e-11,17147.591939196773,41781.7251888203,38109.786119493365,1.49036338825681e-11,4575.622281874999,8.238743021138362e-12
2025-02-16,61488.02727193695,230.5241673968424,-3008.333394531391,9.055549288206066e-11,58710.21804480248,88392.95612222223,81558.5845007089,2.1318058429642406e-11,1913.9275107294238,1.0961898055938946e-11
2025-02-17,60071.326194596666,2.884635688979948,-3827.096434330583,6.874014957247709e-11,56247.11439595514,88082.50498230453,78174.54700144164,1.715960706860642e-11,2669.6127352158383,9.883649454422994e-12
2025-02-18,52633.6910111092,579.4485364504064,-348.11396830308587,50.69158219590336,52915.71716145243,78799.31613501372,78348.0829797172,10.094908333352352,2212.9612784569717,1.1377565556358604e-11
2025-02-19,53211.94196839057,175.71208089625486,-14.409392958243833,14.654190833387851,53387.89884716197,79382.86965720165,79452.23234762216,2.738333333347029,2143.8353097868667,7.531752999057062e-12
2025-02-20,55127.66644206888,323.12994452732903,-1400.1232465307469,347.29333252921504,54397.966472594686,82156.507525,78709.78162505248,63.46153611112224,3784.148069197936,4.391154106997419e-12
