date,planned_cost,increase_cost,reduction_net_cost,emergency_cost,total_cost,planned_energy,adjusted_energy,emergency_energy,spill_energy,emergency_while_charging
2025-02-01,24823.690706237856,0.0,0.0,4.2335543071203576e-11,24823.6907062379,47774.16881243387,47774.16881243387,9.709566484161769e-12,9697.566731255747,4.792610752701876e-12
2025-02-02,59016.1300763032,0.0,0.0,3.9577912502863913e-11,59016.130076303234,93315.48307942387,93315.48307942387,1.0999201549566351e-11,10676.419496458271,6.821210263296962e-12
2025-02-03,57932.02832975381,0.0,0.0,6.122515117112925e-11,57932.02832975388,91889.26991613756,91889.26991613756,1.432454155292362e-11,7263.728641661979,5.6843418860808015e-12
2025-02-04,58459.236154522165,0.0,0.0,4.407380060911237e-11,58459.236154522216,92637.41919168137,92637.41919168137,1.1169731806148775e-11,6843.690712204013,6.0538241086760536e-12
2025-02-05,57002.88945485098,0.0,0.0,5.36013260443724e-11,57002.88945485103,90671.02834406232,90671.02834406232,1.5333512237702962e-11,5359.216928572623,9.43600753089413e-12
2025-02-06,58085.8979353577,0.0,0.0,21.770296916725048,58107.668232274424,91803.16296102293,91803.16296102293,3.7268333333471446,7149.09271370901,7.332801033044234e-12
2025-02-07,23824.816523903122,0.0,0.0,3.785312685522513e-11,23824.816523903162,45942.87744873604,45942.87744873604,1.0302869668521453e-11,10427.70400422371,6.0111915445304476e-12
2025-02-08,21597.48186693035,0.0,0.0,4.7009361736627394e-11,21597.481866930397,41731.18422757201,41731.18422757201,1.602806776190846e-11,6466.831947590256,1.3271161947159271e-11
2025-02-09,54528.629211912645,0.0,0.0,6.571374910890881e-11,54528.62921191271,86996.22493321577,86996.22493321577,1.745092959026806e-11,2838.187101002077,1.1596057447604835e-11
2025-02-10,55087.24690489449,0.0,0.0,4.252661156556314e-11,55087.246904894535,87676.9493218107,87676.9493218107,1.2107648217352107e-11,9384.414589655511,5.6843418860808015e-12
2025-02-11,53725.3099084253,0.0,0.0,4.8568324473308167e-11,53725.30990842534,85975.455042622,85975.455042622,1.6328272067767102e-11,6491.82787928074,1.2050804798491299e-11
2025-02-12,53432.06488723765,0.0,0.0,5.425100724210097e-11,53432.064887237706,85559.79098374485,85559.79098374485,1.495692458775011e-11,6032.724577501488,9.549694368615746e-12
2025-02-13,53068.980707554765,0.0,0.0,5.153788795730919e-11,53068.980707554816,84964.61302351557,84964.61302351557,1.461009091485721e-11,9781.18307921489,6.488587445119265e-12
2025-02-14,19819.187445749594,0.0,0.0,5.98294143117073e-11,19819.187445749652,37895.96716187537,37895.96716187537,1.8189894035458565e-11,4506.533395059101,1.2093437362636905e-11
2025-02-15,19553.38972049078,0.0,0.0,5.384372592232012e-11,19553.38972049083,37422.05765126397,37422.05765126397,1.504574242972012e-11,4658.349289235767,8.380851568290382e-12
2025-02-16,51183.979420370495,0.0,0.0,87.13050750008952,51271.10992787059,82353.31465479129,82353.31465479129,19.15166666669119,2583.850550603789,1.2612133559741778e-11
2025-02-17,50610.66056911119,0.0,0.0,6.621316051003134e-11,50610.66056911126,81781.02786904763,81781.02786904763,1.8126389278450006e-11,6649.603418500319,7.744915819785092e-12
2025-02-18,50430.771682389226,0.0,0.0,37.525792500071745,50468.2974748893,81337.05081957144,81337.05081957144,8.248333333353347,5109.943509083211,1.2036593943776097e-11
2025-02-19,50033.59258742066,0.0,0.0,178.29328937505386,50211.88587679571,80790.00449621429,80790.00449621429,40.60458333334884,3539.8694360446952,9.968914582714206e-12
2025-02-20,49566.54057008457,0.0,0.0,144.45954511434806,49711.00011519893,80303.88787521429,80303.88787521429,30.841064285730063,5133.184119559688,7.503331289626658e-12
2025-02-21,19067.191234971804,0.0,0.0,4.004564502224639e-11,19067.19123497184,36602.20746393299,36602.20746393299,1.0835776720341528e-11,7581.829227326589,5.7482907322992105e-12
2025-02-22,18986.212517883177,0.0,0.0,4.923031182713089e-11,18986.212517883225,36415.135961199296,36415.135961199296,1.262678850366683e-11,5123.364709441816,7.645439836778678e-12
2025-02-23,49053.86133696306,0.0,0.0,4.54888056111713e-11,49053.861336963106,79489.82477778572,79489.82477778572,1.4335199693960021e-11,3656.4264367331166,8.526512829121202e-12
2025-02-24,48387.47343028214,0.0,0.0,195.23607149767588,48582.70950177981,78675.73438177543,78675.73438177543,43.3870976190625,6459.987199807481,7.879918939579511e-12
2025-02-25,48425.14262931209,0.0,0.0,92.93794300599596,48518.08057231808,78609.00018273809,78609.00018273809,21.221130952393814,8993.326031717534,8.668621376273222e-12
2025-02-26,48001.002716711686,0.0,0.0,6.889080328420505e-11,48001.00271671175,78010.83869991181,78010.83869991181,1.8973267401634075e-11,5078.6127051384665,1.1549872169780429e-11
