日期,合同费用_元,紧急费用_元,总费用_元,紧急电量_kWh
2025-02-01,19521.083513360347,3.2161308283207294e-11,19521.083513360376,8.629541525806417e-12
2025-02-02,63717.905276008314,5.1619194252339186e-11,63717.90527600838,1.3027801060161437e-11
2025-02-03,65628.65363690871,5.784240997286361e-11,65628.65363690877,1.3383072428041487e-11
2025-02-04,67835.94532060101,4.988243773595968e-11,67835.94532060105,1.0807355010911124e-11
2025-02-05,64101.19809794551,8.19862053802467e-11,64101.198097945584,1.8348877972584887e-11
2025-02-06,66715.17131942429,7.505442312094601e-11,66715.17131942438,1.582378672537743e-11
2025-02-07,19075.344827760484,2.5118360724718512e-11,19075.344827760513,9.166001291305292e-12
2025-02-08,15848.358444275376,4.131694097964101e-11,15848.358444275416,1.3846701563124952e-11
2025-02-09,62456.92413406983,7.54363824739812e-11,62456.9241340699,2.0122570276726037e-11
2025-02-10,57300.231601395804,6.531982776891711e-11,57300.231601395855,1.6989076812023995e-11
2025-02-11,57421.2751696854,114.35720550072689,57535.632375186135,22.445114043208726
2025-02-12,57571.37943376449,1071.2852759342904,58642.66470969879,197.69797467002343
2025-02-13,53610.29513976992,5.861948171315134e-11,53610.29513976998,1.6281198611522996e-11
2025-02-14,16110.392685313072,4.8767390126158714e-11,16110.392685313122,1.6285639503621496e-11
2025-02-15,16534.936151095935,2.8255875861304958e-11,16534.93615109596,1.0729195309977513e-11
2025-02-16,58032.58639102036,6.861310541950161e-11,58032.58639102043,1.766586876783549e-11
2025-02-17,55334.10597512591,6.480358871741031e-11,55334.105975125975,1.6922019341336636e-11
2025-02-18,52149.74153034443,7.90738061695606e-11,52149.741530344516,2.05684358434155e-11
2025-02-19,53107.144882429304,29.873648440466226,53137.01853086977,13.634709466201514
2025-02-20,53151.565336984946,74.78243982103315,53226.347776805975,13.329015207388974
2025-02-21,15210.387500903847,4.50928610007395e-11,15210.387500903893,1.6683543435647152e-11
2025-02-22,15693.672553808097,11.1958078053916,15704.868361613488,5.57282618485749
2025-02-23,52685.30377785877,5.6551691329786986e-11,52685.30377785883,1.4711787343912874e-11
2025-02-24,50874.81446893295,4.9537373314478824e-11,50874.81446893299,1.3802292642139946e-11
2025-02-25,49795.607019988005,84.8776755221117,49880.48469551011,16.538907934946415
2025-02-26,49571.852401300224,7.064032736536773e-11,49571.8524013003,1.9374724047338532e-11
2025-02-27,47433.631159837234,6.426486010013831e-11,47433.63115983729,1.7337242752546445e-11
2025-02-28,14272.743879191321,3.056570108128653e-11,14272.743879191352,1.0913936421275139e-11
2025-03-01,15468.446298039917,2.5895475097570397e-11,15468.446298039944,9.828582392401586e-12
2025-03-02,54736.273964696506,6.652552020369739e-11,54736.27396469657,1.5853984791647235e-11
2025-03-03,54882.97387383143,7.611378105565337e-11,54882.97387383152,1.963762485956977e-11
2025-03-04,50006.50997484119,9.200047301760605e-11,50006.50997484128,2.2321700043903547e-11
2025-03-05,49583.75180795994,6.230328430945064e-11,49583.75180796,1.6651569012537948e-11
2025-03-06,47669.88133628761,10.73743863640471,47680.61877492402,6.45472716343545
2025-03-07,14553.090314467056,3.34566792048463e-11,14553.090314467092,1.3024248346482636e-11
2025-03-08,13728.854767541636,2.4242453378064966e-11,13728.85476754166,9.123368727159686e-12
2025-03-09,46550.44174147402,5.090474974878134e-11,46550.44174147406,1.2526868431450566e-11
2025-03-10,49081.84371979028,6.762449800135073e-11,49081.843719790355,1.793765136426373e-11
