日期,合同费用_元,紧急费用_元,总费用_元,紧急电量_kWh
2025-02-01,23963.698196622954,4.156366628649267e-11,23963.698196622998,1.226752033289813e-11
2025-02-02,57392.65080823144,4.353740479245971e-11,57392.650808231476,1.297451035497943e-11
2025-02-03,58107.27730815527,6.64783659232171e-11,58107.27730815534,1.687894268798118e-11
2025-02-04,59986.360025456146,5.753398113483854e-11,59986.3600254562,1.5717205315013416e-11
2025-02-05,56792.87680718793,58.32685814590639,56851.20366533383,12.452360833886267
2025-02-06,58986.11415111689,6.75068392297362e-11,58986.11415111697,1.7635670701565687e-11
2025-02-07,23382.154765730444,4.0928298972175985e-11,23382.154765730484,1.3088197192701045e-11
2025-02-08,19674.664384985517,4.866485525667485e-11,19674.664384985568,1.3725909298045735e-11
2025-02-09,55876.327471642784,6.292792420481418e-11,55876.32747164285,1.8772539078781847e-11
2025-02-10,52442.639905419666,4.652714213904118e-11,52442.639905419725,1.546318628697918e-11
2025-02-11,52563.862575954394,8.397276468324206,52572.25985242271,1.7014033974975664
2025-02-12,52699.545098868344,11.737151487242144,52711.28225035559,2.680020889885668
2025-02-13,49580.943482070026,4.711392409539883e-11,49580.94348207008,1.4499068612394694e-11
2025-02-14,19849.012073161757,8.175387122832945e-11,19849.01207316184,2.496847173460992e-11
2025-02-15,19978.60140495187,6.203910629665187e-11,19978.601404951933,1.7550405573274475e-11
2025-02-16,53195.06281288973,1.2578398234097676e-10,53195.06281288986,3.5294434042043576e-11
2025-02-17,50639.95004301093,60.50678510113128,50700.456828112074,8.673564378048962
2025-02-18,48815.003950314414,1.3129598652739107e-10,48815.003950314545,3.723066299698985e-11
2025-02-19,49135.272909388645,119.8276062732369,49255.10051566187,56.04658852816565
2025-02-20,49073.77830125266,72.18531056663097,49145.9636118193,15.411039830625448
2025-02-21,18544.031296686713,4.7421016446946857e-11,18544.031296686764,1.2494894008341362e-11
2025-02-22,18927.54714665844,11.914702383247457,18939.461849041683,5.572826184859167
2025-02-23,48845.05567366654,6.000422736462953e-11,48845.055673666604,1.731237375679484e-11
2025-02-24,47279.92964315728,18.876839284793103,47298.80648244207,4.310764851521238
2025-02-25,47092.68962637606,74.26221308628723,47166.951839462345,16.95677887574262
2025-02-26,46357.36524144288,9.13197473195737e-11,46357.36524144297,2.375877272697835e-11
2025-02-27,45596.44985083154,6.887056969162586e-11,45596.4498508316,1.6711965145077556e-11
2025-02-28,17824.14007457888,3.1235487085723434e-11,17824.140074578914,9.094947017729282e-12
2025-03-01,19790.345367438713,4.518157847854809e-11,19790.345367438757,1.3580248037214915e-11
2025-03-02,50699.94190278805,4.95632148656e-11,50699.94190278811,1.4436452033805836e-11
2025-03-03,51086.66016796906,1.1906136165862333e-10,51086.66016796918,3.205258281013812e-11
2025-03-04,47073.18731268453,9.39291625590144e-11,47073.187312684626,2.5474067300024217e-11
2025-03-05,47403.8834899187,6.763141335852651e-11,47403.883489918764,1.8813395286088053e-11
2025-03-06,45821.786315557416,13.800206675466773,45835.58652223289,6.454727163438633
2025-03-07,18312.163496330344,4.98383498914734e-11,18312.16349633039,1.4209522447572454e-11
2025-03-08,17148.537417888896,5.939318725722842e-11,17148.537417888954,1.3727685654885136e-11
2025-03-09,45065.34349635289,5.91892677093142e-11,45065.34349635295,1.7259083051612834e-11
2025-03-10,45945.16679504843,8.923309735564543e-11,45945.16679504853,2.6481927761778934e-11
2025-03-11,43661.83770986326,8.204891699392647e-11,43661.83770986335,2.1803003846798674e-11
2025-03-12,44094.1621800303,1.225962016349058e-10,44094.16218003041,3.47704087744205e-11
2025-03-13,45442.20283205079,5.467762698163626e-11,45442.20283205084,1.7579493416519654e-11
2025-03-14,16526.925146118476,2.795474074446247e-11,16526.925146118505,8.185452315956354e-12
