日期,合同费用_元,紧急费用_元,总费用_元,紧急电量_kWh
2025-02-01,23686.783688960088,4.7183803530970186e-11,23686.783688960135,1.3063328196949442e-11
2025-02-02,58113.20963015953,3.920305502447263e-11,58113.20963015957,1.0885514711844735e-11
2025-02-03,57064.476654370206,6.267099417200938e-11,57064.476654370264,1.5986323376182554e-11
2025-02-04,57530.45602749122,4.672429554375413e-11,57530.456027491266,1.2192913345643319e-11
2025-02-05,56388.97563449155,5.4824887074644825e-11,56388.9756344916,1.4286793970086364e-11
2025-02-06,57381.84694736543,4.6595332037213666e-11,57381.846947365484,1.2329692822277138e-11
2025-02-07,22753.13884746783,2.8596929269042447e-11,22753.13884746786,9.36495325731812e-12
2025-02-08,20553.723776907078,3.5384541519079e-11,20553.723776907114,1.0514256132410083e-11
2025-02-09,53601.92498670602,7.683954095227818e-11,53601.9249867061,2.4130031306413002e-11
2025-02-10,54333.977142710035,5.207992259670391e-11,54333.97714271009,1.6349588349839905e-11
2025-02-11,52953.67112125276,132.6636545350292,53086.334775787785,26.87947614933894
2025-02-12,52647.728099773536,7.583174621572652e-11,52647.72809977361,2.0449419935175683e-11
2025-02-13,52269.67576692514,6.434718247128046e-11,52269.6757669252,1.8200996265704816e-11
2025-02-14,19299.197468039765,4.528989805407945e-11,19299.19746803981,1.2221335055073723e-11
2025-02-15,19064.85473236626,4.6192658587074225e-11,19064.854732366308,1.241673430740775e-11
2025-02-16,50436.50869735385,7.381002831152727e-11,50436.50869735393,2.0163426484032243e-11
2025-02-17,49860.574921690844,5.560148896854855e-11,49860.5749216909,1.5085266369396777e-11
2025-02-18,49685.52524602251,4.923709973070345e-11,49685.52524602256,1.2864376230936614e-11
2025-02-19,49321.75704893969,194.16839274756322,49515.92544168726,70.06119908047575
2025-02-20,48883.021794699474,28.692098943935306,48911.71389364341,6.125554855668682
2025-02-21,18543.30760595929,3.3228959472886294e-11,18543.307605959326,8.381517702105157e-12
2025-02-22,18455.222346278817,10.629423333381515,18465.8517696122,4.971666666679482
2025-02-23,48324.762924454946,4.0755461228059175e-11,48324.76292445499,1.3482548411047901e-11
2025-02-24,47506.92925899723,5.414852388696545e-11,47506.92925899729,1.5415224652315374e-11
2025-02-25,47583.08174324221,3.456490915709764e-11,47583.08174324225,1.1333156635373598e-11
2025-02-26,47224.9709796856,7.795850809344529e-11,47224.97097968568,2.177280578052887e-11
2025-02-27,46389.640002039174,5.535051883498454e-11,46389.64000203922,1.5589307622576598e-11
2025-02-28,17751.928081460122,3.219832933609723e-11,17751.92808146015,9.094947017729282e-12
2025-03-01,17781.25173084956,3.8376078315138784e-11,17781.251730849595,1.0254908033857646e-11
2025-03-02,45829.49067918768,15091.263226881107,60920.753906068785,3625.578003693947
2025-03-03,46124.1530713701,10820.991504576163,56945.144575946266,2528.022377747253
2025-03-04,47370.02913031129,5.104698475033586e-11,47370.02913031134,1.527777904186678e-11
2025-03-05,47844.71967122284,5.336367525643481e-11,47844.71967122289,1.48947520983711e-11
2025-03-06,47810.88785587238,23.67835000005719,47834.56620587244,11.075000000014825
2025-03-07,17584.51032458319,3.54692879511731e-11,17584.510324583225,9.492850949754938e-12
2025-03-08,16908.632727576733,3.005268922606774e-11,16908.632727576765,9.109157872444484e-12
2025-03-09,45736.40173571347,3.930127245865833e-11,45736.40173571351,1.3230305739853065e-11
2025-03-10,44790.719754365884,744.9119484744306,45535.631702840314,357.21942644556674
2025-03-11,44432.93544851343,8.837022491547942e-11,44432.93544851352,2.4781954266472894e-11
2025-03-12,44066.42674500635,5.94512057361385e-11,44066.42674500642,1.7542856056707024e-11
2025-03-13,43390.815755531876,5025.211492848452,48416.02724838033,1135.2245485972555
2025-03-14,16132.152147492694,3.636088052871856e-11,16132.152147492732,1.0381029369455064e-11
2025-03-15,16277.440159800086,2.617639438540209e-11,16277.440159800113,6.970424237806583e-12
2025-03-16,43318.56721859685,7.461180000058992,43326.02839859691,1.6400000000174817
2025-03-17,43311.38497891825,4.37770353300948e-11,43311.38497891829,1.2853718089900212e-11
2025-03-18,42073.38726066068,6.260398333068905e-11,42073.38726066075,1.978683883407939e-11
2025-03-19,42328.74921216489,4.794831554022494e-11,42328.74921216494,1.539746108392137e-11
2025-03-20,42380.47757459196,6.510994232655775e-11,42380.477574592034,1.822186845856777e-11
2025-03-21,15807.030314824993,2.7337206276456526e-11,15807.03031482502,9.155343150268891e-12
2025-03-22,16259.583433646709,3.564283801438251e-11,16259.583433646747,1.0409451078885468e-11
2025-03-23,40859.40473534308,5.6025129424597255e-11,40859.40473534313,2.0463630789890885e-11
2025-03-24,40436.807443205566,5.51218235500528e-11,40436.80744320562,1.6200374375330284e-11
2025-03-25,40190.020492796066,7.511795274695032e-11,40190.02049279614,2.1387336346379016e-11
2025-03-26,40189.515568246214,4.569307776591813e-11,40189.51556824626,1.5866419289523037e-11
2025-03-27,40167.17254492191,5.55841248583988e-11,40167.17254492197,1.666755622409255e-11
2025-03-28,15483.338962440504,1.9815274754364512e-11,15483.338962440528,6.366462912410498e-12
