日期,时间段,购电量_kWh
2025-02-01,无,0.0
2025-02-02,无,0.0
2025-02-03,无,0.0
2025-02-04,无,0.0
2025-02-05,无,0.0
2025-02-06,无,0.0
2025-02-07,无,0.0
2025-02-08,无,0.0
2025-02-09,无,0.0
2025-02-10,无,0.0
2025-02-11,无,0.0
2025-02-12,无,0.0
2025-02-13,无,0.0
2025-02-14,无,0.0
2025-02-15,无,0.0
2025-02-16,无,0.0
2025-02-17,无,0.0
2025-02-18,无,0.0
2025-02-19,23:50-24:00,7.7199999999995725
2025-02-20,06:00-06:10,5.344173092881874
2025-02-21,无,0.0
2025-02-22,23:50-24:00,4.971666666666806
2025-02-23,无,0.0
2025-02-24,无,0.0
2025-02-25,无,0.0
2025-02-26,无,0.0
2025-02-27,无,0.0
2025-02-28,无,0.0
2025-03-01,无,0.0
2025-03-02,13:50-14:00,128.03804562422602
2025-03-02,14:20-16:00,2382.8786060169887
2025-03-02,16:30-16:50,43.99994073335654
2025-03-02,17:10-17:20,20.08168732441436
2025-03-02,17:30-17:50,31.640478654364756
2025-03-02,18:50-19:10,36.75992420892328
2025-03-02,19:40-19:50,18.85073664929439
2025-03-02,20:00-20:10,274.0800771904444
2025-03-02,20:20-21:00,412.4869249654157
2025-03-02,21:20-21:40,37.0430826050615
2025-03-03,10:00-10:40,322.00994875178856
2025-03-03,14:50-16:40,1418.1541128792146
2025-03-03,18:50-19:50,540.8518991229822
2025-03-03,20:20-21:30,175.75663701683288
2025-03-04,无,0.0
2025-03-05,无,0.0
2025-03-06,23:50-24:00,11.074999999999875
2025-03-07,无,0.0
2025-03-08,无,0.0
2025-03-09,无,0.0
2025-03-10,无,0.0
2025-03-11,无,0.0
2025-03-12,无,0.0
2025-03-13,12:10-12:40,530.7393275472753
2025-03-13,17:00-17:20,56.696579268558594
2025-03-13,19:30-20:50,530.7401351418866
2025-03-14,无,0.0
2025-03-15,23:50-24:00,38.13518359700083
2025-03-16,05:50-06:00,1.6400000000006685
2025-03-17,无,0.0
2025-03-18,无,0.0
2025-03-19,无,0.0
2025-03-20,无,0.0
2025-03-21,无,0.0
2025-03-22,无,0.0
2025-03-23,无,0.0
2025-03-24,无,0.0
2025-03-25,无,0.0
2025-03-26,无,0.0
2025-03-27,无,0.0
2025-03-28,无,0.0
2025-03-29,无,0.0
2025-03-30,无,0.0
2025-03-31,无,0.0
2025-04-01,15:10-15:20,36.416043721867254
2025-04-01,15:50-16:10,175.07014923904592
2025-04-01,16:20-16:30,17.219644428659194
2025-04-01,17:30-18:00,29.882342905395944
2025-04-01,19:40-19:50,378.8172883991943
2025-04-01,20:00-20:50,228.48636865075116
2025-04-01,21:40-21:50,16.916134094234053
2025-04-02,08:50-10:20,1305.136584436053
2025-04-02,12:30-12:40,205.23334469443213
2025-04-03,无,0.0
2025-04-04,无,0.0
2025-04-05,无,0.0
2025-04-06,无,0.0
2025-04-07,无,0.0
2025-04-08,无,0.0
2025-04-09,20:10-20:20,53.539136875154554
2025-04-09,20:30-20:50,48.76086902464806
2025-04-09,23:50-24:00,32.88636868559581
2025-04-10,无,0.0
2025-04-11,无,0.0
2025-04-12,无,0.0
2025-04-13,无,0.0
2025-04-14,无,0.0
2025-04-15,无,0.0
2025-04-16,无,0.0
2025-04-17,无,0.0
2025-04-18,无,0.0
2025-04-19,无,0.0
2025-04-20,23:50-24:00,29.42333333333295
2025-04-21,无,0.0
2025-04-22,23:50-24:00,10.18500000000006
2025-04-23,无,0.0
2025-04-24,无,0.0
2025-04-25,无,0.0
2025-04-26,无,0.0
2025-04-27,20:40-20:50,173.7360637333794
2025-04-27,21:00-21:20,40.05157895866762
2025-04-27,21:30-21:50,2.359477991670019
2025-04-28,11:40-12:40,1525.785806180475
2025-04-28,14:50-15:30,923.8214709635072
2025-04-28,15:40-16:20,397.9163590290858
2025-04-28,17:20-17:50,182.48372037933223
2025-04-28,18:30-18:40,11.935397775774732
2025-04-28,19:10-19:20,197.09259267742
2025-04-28,19:30-20:00,131.29155447031224
2025-04-28,20:10-20:20,72.85910565887036
2025-04-28,20:30-21:00,53.38983333333306
2025-04-29,无,0.0
2025-04-30,无,0.0
2025-05-01,19:10-19:30,65.52504634325453
2025-05-01,20:00-21:50,1397.8732639223158
2025-05-01,22:40-24:00,782.0858886601789
2025-05-02,07:00-07:30,136.1850495206605
2025-05-02,17:00-17:30,158.7638494460121
2025-05-02,20:00-20:20,228.03396369684225
2025-05-02,20:30-21:50,1355.0671065589725
2025-05-02,22:30-22:40,9.85952309179254
2025-05-02,22:50-23:00,54.802585774524005
2025-05-02,23:20-23:30,15.019634976755299
2025-05-02,23:40-24:00,514.5003791406191
2025-05-03,20:10-20:20,184.27973659161717
2025-05-03,20:40-21:50,893.5102578130544
2025-05-03,22:00-22:10,36.86337139607173
2025-05-03,23:10-23:30,72.44948441466528
2025-05-03,23:40-24:00,159.79429266487193
2025-05-04,18:40-18:50,5.996949999999856
2025-05-04,19:50-20:20,354.1105449912692
2025-05-04,20:30-22:00,743.8580788262648
2025-05-04,22:10-22:40,104.834127473855
2025-05-04,22:50-23:00,32.98912060139742
2025-05-04,23:10-23:50,432.2591112978913
2025-05-05,19:50-20:50,802.0072388805773
2025-05-05,21:00-21:50,187.38570910157455
2025-05-05,22:30-23:20,292.38884653081175
2025-05-05,23:30-24:00,434.42934636979345
2025-05-06,19:50-20:00,65.00662049549885
2025-05-06,20:20-21:50,718.0811888439124
2025-05-06,22:00-23:00,256.34784402228365
2025-05-06,23:10-23:30,84.03394381446492
2025-05-06,23:40-24:00,381.1004095412509
2025-05-07,20:10-20:50,737.8377250174534
2025-05-07,21:30-21:50,31.989735582894014
2025-05-07,22:50-23:10,155.54933279524948
2025-05-07,23:20-24:00,112.35527797736046
2025-05-08,无,0.0
2025-05-09,无,0.0
2025-05-10,无,0.0
2025-05-11,19:20-19:30,15.826221098602105
2025-05-12,无,0.0
2025-05-13,无,0.0
2025-05-14,无,0.0
2025-05-15,无,0.0
2025-05-16,无,0.0
2025-05-17,无,0.0
2025-05-18,无,0.0
2025-05-19,无,0.0
2025-05-20,无,0.0
2025-05-21,无,0.0
2025-05-22,无,0.0
2025-05-23,无,0.0
2025-05-24,无,0.0
2025-05-25,无,0.0
2025-05-26,无,0.0
2025-05-27,无,0.0
2025-05-28,无,0.0
2025-05-29,无,0.0
2025-05-30,无,0.0
2025-05-31,23:50-24:00,72.14333333333286
2025-06-01,09:20-11:00,1484.3938609781628
2025-06-01,12:00-12:10,333.9459002067617
2025-06-01,14:40-19:40,7452.206176474978
2025-06-01,19:50-20:00,69.9771963270291
2025-06-01,20:10-21:50,1944.595089843428
