日期,时间段,购电量_kWh
2025-02-01,无,0.0
2025-02-02,无,0.0
2025-02-03,无,0.0
2025-02-04,无,0.0
2025-02-05,无,0.0
2025-02-06,08:00-08:10,12.665110276873406
2025-02-07,无,0.0
2025-02-08,无,0.0
2025-02-09,12:00-12:10,67.97901404480024
2025-02-09,12:20-12:40,183.13896663838665
2025-02-09,13:10-13:30,59.472180496662936
2025-02-09,13:40-13:50,142.6646666666667
2025-02-09,15:00-15:40,519.2609724671283
2025-02-10,无,0.0
2025-02-11,20:30-21:00,78.54459620479042
2025-02-11,21:20-21:30,30.50875498082928
2025-02-12,无,0.0
2025-02-13,无,0.0
2025-02-14,无,0.0
2025-02-15,无,0.0
2025-02-16,05:50-06:00,5.057592346526349
2025-02-16,12:30-12:40,53.91612366675717
2025-02-16,20:30-20:50,33.128122346232544
2025-02-17,无,0.0
2025-02-18,05:50-06:00,8.248333333334017
2025-02-19,06:20-06:30,20.443110793182655
2025-02-20,06:00-06:10,15.220372420557396
2025-02-21,无,0.0
2025-02-22,无,0.0
2025-02-23,06:00-06:10,7.753445238096674
2025-02-24,06:00-06:20,49.98722504554007
2025-02-25,06:20-06:30,3.057450421919043
2025-02-26,无,0.0
2025-02-27,无,0.0
2025-02-28,08:00-08:10,18.653383333333373
2025-03-01,08:50-09:00,16.44333333333331
2025-03-02,12:20-12:50,551.5388769074154
2025-03-02,13:10-13:40,377.7283500000002
2025-03-02,14:50-16:00,2758.8664854500876
2025-03-02,16:20-16:50,122.91320033018008
2025-03-02,17:00-17:20,11.954252054967128
2025-03-02,17:30-17:50,80.60575303337157
2025-03-02,18:00-18:50,268.4719866977348
2025-03-03,10:00-10:40,288.7268365884658
2025-03-03,12:00-12:50,549.901632520907
2025-03-03,14:50-15:40,1639.3985859790173
2025-03-03,15:50-16:30,276.0804791885341
2025-03-03,18:20-18:30,8.317917957340683
2025-03-03,20:30-21:30,111.34859083588947
2025-03-04,无,0.0
2025-03-05,无,0.0
2025-03-06,20:50-21:00,8.736116964117173
2025-03-07,无,0.0
2025-03-08,07:30-07:40,11.753585250829886
2025-03-09,无,0.0
2025-03-10,12:10-12:50,426.60581747646836
2025-03-11,18:10-18:30,54.02880010631475
2025-03-12,无,0.0
2025-03-13,09:50-10:50,660.476436305352
2025-03-13,11:40-12:50,941.0299217369667
2025-03-13,13:00-13:40,140.2864833333333
2025-03-13,14:50-15:10,114.97910745569692
2025-03-13,17:10-17:20,24.537663234302613
2025-03-13,20:10-20:20,72.66162236097728
2025-03-13,20:30-20:50,43.67168333333325
2025-03-14,无,0.0
2025-03-15,21:00-21:10,0.06688957094041825
2025-03-15,21:30-21:40,1.540541147665067
2025-03-16,05:50-06:00,1.6400000000006685
2025-03-17,无,0.0
2025-03-18,09:20-10:00,181.10530721217046
2025-03-19,无,0.0
2025-03-20,16:00-16:50,290.36769834171895
2025-03-20,17:20-17:40,7.576618204650572
2025-03-20,18:10-18:20,18.0762826617879
2025-03-21,07:10-07:40,142.68418557347496
2025-03-22,无,0.0
2025-03-23,20:30-21:00,68.88735370819268
2025-03-24,无,0.0
2025-03-25,12:00-12:30,146.48111072234258
2025-03-25,16:40-17:00,49.947705014956
2025-03-26,无,0.0
2025-03-27,无,0.0
2025-03-28,07:40-07:50,60.33688333333341
2025-03-29,20:50-21:30,48.28277941551994
2025-03-30,无,0.0
2025-03-31,无,0.0
2025-04-01,12:30-12:40,206.9118997663367
2025-04-01,14:50-15:30,760.6758672930139
2025-04-01,16:10-16:30,20.49782196951412
2025-04-01,17:30-17:40,2.4813398199521544
2025-04-01,18:00-18:10,3.5457285714252293
2025-04-02,08:50-10:20,1217.9989495057669
2025-04-02,12:00-12:50,981.3048479422555
2025-04-02,15:00-15:10,202.16562618350434
2025-04-03,09:00-09:30,190.96003609649892
2025-04-04,无,0.0
2025-04-05,无,0.0
2025-04-06,无,0.0
2025-04-07,无,0.0
2025-04-08,20:30-20:40,0.11717051992548022
2025-04-08,21:10-21:30,79.19821449943458
2025-04-09,14:50-16:00,447.91516516274487
2025-04-09,16:20-16:30,9.557548843455834
2025-04-10,无,0.0
2025-04-11,无,0.0
2025-04-12,无,0.0
2025-04-13,18:30-18:40,49.298355505817426
2025-04-14,20:30-20:50,61.205636171840524
2025-04-15,无,0.0
2025-04-16,无,0.0
2025-04-17,无,0.0
2025-04-18,无,0.0
2025-04-19,无,0.0
2025-04-20,无,0.0
2025-04-21,无,0.0
2025-04-22,无,0.0
2025-04-23,无,0.0
2025-04-24,无,0.0
2025-04-25,无,0.0
2025-04-26,18:10-18:20,190.34406972589997
2025-04-26,18:30-18:40,56.41989999999976
2025-04-26,20:40-21:20,131.04934917733493
2025-04-26,21:30-21:50,174.1668870882841
2025-04-27,16:30-17:40,485.7783218838465
2025-04-27,18:00-18:10,21.106823809523917
2025-04-27,18:30-18:50,59.774493783293565
2025-04-27,20:10-20:40,187.66401666666604
2025-04-27,21:10-21:20,6.04078215057848
2025-04-28,11:40-12:50,3136.2549014232904
2025-04-28,14:50-15:40,2725.7481381863613
2025-04-28,15:50-16:20,204.92459585616564
2025-04-29,20:20-20:40,85.16242974378406
2025-04-30,21:10-21:30,5.1069987022544865
2025-05-01,18:00-18:50,454.9048825610936
2025-05-01,20:10-21:30,1107.661310188949
2025-05-01,21:50-22:00,65.32009533969529
2025-05-02,06:40-07:30,362.4073832853089
2025-05-02,15:50-16:00,35.55620000000168
2025-05-02,16:10-17:50,869.4711533476657
2025-05-02,18:10-18:20,203.0474333333339
2025-05-02,18:30-18:40,15.933300000000713
2025-05-02,20:20-22:00,1147.5059502036102
2025-05-03,20:40-20:50,491.28443942544556
2025-05-03,21:00-21:50,559.6216852459086
2025-05-04,20:10-21:50,1098.5781748871736
2025-05-05,17:30-17:40,90.64016666666544
2025-05-05,18:00-18:50,329.78493938418876
2025-05-05,20:10-21:30,807.1749539272428
2025-05-06,18:40-18:50,31.68070638537222
2025-05-06,20:10-21:50,1209.457319879894
2025-05-07,16:50-18:20,564.4313291622236
2025-05-07,18:30-18:50,211.85435392679767
2025-05-07,20:10-21:00,876.2863853217503
2025-05-07,21:10-21:50,263.53067094941287
2025-05-08,20:00-20:10,28.18755362885838
2025-05-09,无,0.0
2025-05-10,07:40-07:50,10.63190000000001
2025-05-11,19:10-19:30,41.180716666666285
2025-05-12,无,0.0
2025-05-13,无,0.0
2025-05-14,无,0.0
2025-05-15,无,0.0
2025-05-16,无,0.0
2025-05-17,无,0.0
2025-05-18,无,0.0
2025-05-19,20:20-20:30,67.00333333333322
2025-05-20,15:10-16:00,520.2496286976531
2025-05-20,16:40-16:50,21.57039686583238
