日期,时间段,计划购电_kWh,最终合同购电_kWh,充电_kWh,放电_kWh,紧急购电_kWh,弃电_kWh,电价_元每kWh,时段初SOC_kWh,时段末SOC_kWh
2025-02-01,00:00-00:10,1260.832856574256,1260.832856574256,833.3333333333333,0.0,0.0,5.4691565742561465,0.3281,6000.0,6750.0
2025-02-01,00:10-00:20,840.6485438245162,840.6485438245162,425.2412271578497,0.0,2.2737367544323206e-13,0.0,0.3257,6750.0,7132.717104442065
2025-02-01,00:20-00:30,1244.9633333333334,1244.9633333333334,833.3333333333333,0.0,0.0,0.9133333333334122,0.3041,7132.717104442065,7882.717104442065
2025-02-01,00:30-00:40,1282.9581941973222,1282.9581941973222,833.3333333333333,0.0,0.0,19.33006086398899,0.3126,7882.717104442065,8632.717104442065
2025-02-01,00:40-00:50,1295.9700608114656,1295.9700608114656,833.3333333333333,0.0,0.0,38.226144144799036,0.3286,8632.717104442065,9382.717104442065
2025-02-01,00:50-01:00,475.938444511852,475.938444511852,69.88677784518586,0.0,5.115907697472721e-13,0.0,0.3438,9382.717104442065,9445.615204502732
2025-02-01,01:00-01:10,502.19413155482937,502.19413155482937,65.44394822149519,0.0,0.0,8.526512829121202e-13,0.3704,9445.615204502732,9504.514757902078
2025-02-01,01:10-01:20,529.7376626660698,529.7376626660698,77.93997933273607,0.0,0.0,4.547473508864641e-13,0.3746,9504.514757902078,9574.66073930154
2025-02-01,01:20-01:30,514.7416666666667,514.7416666666667,68.66166666666686,0.0,1.7053025658242404e-13,0.0,0.3606,9574.66073930154,9636.45623930154
2025-02-01,01:30-01:40,471.74205443052597,471.74205443052597,0.0,32.810615371386305,0.0,32.78633646857895,0.3582,9636.45623930154,9600.0
2025-02-01,01:40-01:50,485.9378546830025,485.9378546830025,0.0,81.0,0.0,118.91188801633592,0.3041,9600.0,9510.0
2025-02-01,01:50-02:00,1280.3123872816216,1280.3123872816216,700.0,0.0,0.0,182.9090539482882,0.2537,9510.0,10140.0
2025-02-01,02:00-02:10,1287.7114752934085,1287.7114752934085,733.3333333333334,0.0,0.0,120.28750862674184,0.3346,10140.0,10800.0
2025-02-01,02:10-02:20,544.5183397664706,544.5183397664706,0.0,-0.0,0.0,53.957423099803975,0.3971,10800.0,10800.0
2025-02-01,02:20-02:30,528.0510074687382,528.0510074687382,0.0,-0.0,0.0,24.83100746873822,0.367,10800.0,10800.0
2025-02-01,02:30-02:40,489.48235000000017,489.48235000000017,0.0,-0.0,0.0,15.409533333333457,0.3185,10800.0,10800.0
2025-02-01,02:40-02:50,484.91223537852335,484.91223537852335,0.0,-0.0,0.0,23.527835378523378,0.3285,10800.0,10800.0
2025-02-01,02:50-03:00,504.64904350252476,504.64904350252476,0.0,-0.0,0.0,27.7073768358581,0.3772,10800.0,10800.0
2025-02-01,03:00-03:10,510.36104596325197,510.36104596325197,0.0,-0.0,0.0,26.961495963251934,0.3815,10800.0,10800.0
2025-02-01,03:10-03:20,510.3255614546721,510.3255614546721,0.0,-0.0,0.0,23.7236447880054,0.3822,10800.0,10800.0
2025-02-01,03:20-03:30,517.3866666666667,517.3866666666667,0.0,-0.0,0.0,18.5383333333333,0.3962,10800.0,10800.0
2025-02-01,03:30-03:40,449.3592342931401,449.3592342931401,0.0,68.9504990401927,5.684341886080801e-13,0.0,0.3879,10800.0,10723.388334399786
2025-02-01,03:40-03:50,574.0788182762604,574.0788182762604,64.94535160959357,0.0,0.0,2.2737367544323206e-13,0.3405,10723.388334399786,10781.83915084842
2025-02-01,03:50-04:00,569.8157039115355,569.8157039115355,20.178721279533217,0.0,0.0,66.02031596533567,0.3164,10781.83915084842,10800.0
2025-02-01,04:00-04:10,556.4035166666666,556.4035166666666,0.0,-0.0,0.0,65.21671666666663,0.3916,10800.0,10800.0
2025-02-01,04:10-04:20,528.2820429540384,528.2820429540384,0.0,-0.0,0.0,23.63675962070505,0.4109,10800.0,10800.0
2025-02-01,04:20-04:30,541.3051409324615,541.3051409324615,0.0,-0.0,0.0,35.72680759912822,0.361,10800.0,10800.0
2025-02-01,04:30-04:40,578.2019166666668,578.2019166666668,0.0,-0.0,0.0,74.97095000000007,0.3799,10800.0,10800.0
2025-02-01,04:40-04:50,592.1405499999997,592.1405499999997,0.0,-0.0,0.0,89.29379999999975,0.4094,10800.0,10800.0
2025-02-01,04:50-05:00,560.1686222737177,560.1686222737177,0.0,-0.0,0.0,60.526955607051036,0.4052,10800.0,10800.0
2025-02-01,05:00-05:10,538.3520856848437,538.3520856848437,0.0,-0.0,0.0,49.56850235151035,0.3896,10800.0,10800.0
2025-02-01,05:10-05:20,521.7205669625345,521.7205669625345,0.0,-0.0,0.0,23.205133629201043,0.3908,10800.0,10800.0
2025-02-01,05:20-05:30,550.0344640848384,550.0344640848384,0.0,-0.0,0.0,20.81113075150506,0.3821,10800.0,10800.0
2025-02-01,05:30-05:40,671.3191978102296,671.3191978102296,0.0,-0.0,0.0,123.90888114356301,0.3475,10800.0,10800.0
2025-02-01,05:40-05:50,7.779844762178842,7.779844762178842,0.0,523.4013219044872,5.684341886080801e-13,0.0,0.5182,10800.0,10218.442975661681
2025-02-01,05:50-06:00,0.0,0.0,0.0,510.98333333333323,1.1368683772161603e-13,0.0,0.8102,10218.442975661681,9650.683716402422
2025-02-01,06:00-06:10,0.0,0.0,0.0,747.6153447621797,0.0,212.42816142884635,0.8756,9650.683716402422,8820.0
2025-02-01,06:10-06:20,0.0,0.0,0.0,540.0,0.0,6.644666666666694,0.818,8820.0,8220.0
2025-02-01,06:20-06:30,0.0,0.0,0.0,513.0,0.0,8.480000000000018,0.7708,8220.0,7650.0
2025-02-01,06:30-06:40,0.0,0.0,0.0,519.5536833333335,0.0,2.2737367544323206e-13,0.7715,7650.0,7072.718129629629
2025-02-01,06:40-06:50,0.0,0.0,0.0,560.4463166666665,0.0,8.966233333333207,0.8181,7072.718129629629,6450.0
